SEED,ITERATION,NUMBEROFEVENTS,NUMBEROFEDGES,CPP_TIME,ETA_TIME,ETAP_TIME,GETA_TIME,GETAP_TIME,CPP_CES,ETA_CES,ETAP_CES,GETA_CES,GETAP_CES,CPP_TOTALEVENTS,ETA_TOTALEVENTS,ETAP_TOTALEVENTS,GETA_TOTALEVENTS,GETAP_TOTALEVENTS,CPP_AVGTCLEN,ETA_AVGTCLEN,ETAP_AVGTCLEN,GETA_AVGTCLEN,GETAP_AVGTCLEN
-9181120224347216666,90,1150,1839,3391598655,1975076930,1432100675,393767090,353299189,20.00,689.00,511.00,303.00,258.00,2652.00,11994.00,9310.00,9316.00,8420.00,132.60,17.41,18.22,30.75,32.64
-5752222434839089074,91,1150,1841,3564892169,1768451624,1309196743,316225925,289376381,34.00,691.00,524.00,286.00,247.00,2640.00,9898.00,7862.00,6794.00,6128.00,77.65,14.32,15.00,23.76,24.81
846099761104995061,92,1150,1844,3187781319,1721244110,1274838370,302010370,277856103,41.00,694.00,521.00,276.00,245.00,2512.00,9356.00,7396.00,5526.00,5134.00,61.27,13.48,14.20,20.02,20.96
4019724693643762932,93,1150,1846,3148064937,2194448002,1533939744,305053226,278704924,31.00,696.00,513.00,248.00,222.00,2552.00,10638.00,8216.00,6742.00,6268.00,82.32,15.28,16.02,27.19,28.23
8228265467028139711,94,1150,1842,3088264718,2171496715,1507549735,391149361,306847944,17.00,692.00,518.00,264.00,231.00,2440.00,10890.00,8490.00,6884.00,6224.00,143.53,15.74,16.39,26.08,26.94
-3219595788810220475,95,1150,1846,3080899582,1802158804,1332430314,320789221,292994847,36.00,696.00,525.00,284.00,248.00,2562.00,9768.00,7734.00,6674.00,6172.00,71.17,14.03,14.73,23.50,24.89
5108015544155420159,96,1150,1836,3515411887,1523452301,1119858258,333201334,301393080,53.00,686.00,514.00,318.00,276.00,2674.00,9644.00,7600.00,6818.00,6240.00,50.45,14.06,14.79,21.44,22.61
-6529584006327109497,97,1150,1834,3475689751,1507093624,1092924179,303908246,269196577,52.00,684.00,505.00,298.00,251.00,2718.00,10266.00,7984.00,6532.00,5844.00,52.27,15.01,15.81,21.92,23.28
-7777940943154022482,98,1150,1839,3320342166,1765826721,1265751953,343038447,304713749,30.00,689.00,506.00,290.00,254.00,2608.00,10516.00,8094.00,6296.00,5770.00,86.93,15.26,16.00,21.71,22.72
2974144732999616564,99,1150,1842,3521054694,1743687642,1317275426,344127596,317038015,32.00,692.00,529.00,292.00,262.00,2602.00,9706.00,7756.00,6518.00,6118.00,81.31,14.03,14.66,22.32,23.35
5253930537614988164,100,1150,1842,3270060027,2254323250,1631246842,327564016,298644779,17.00,692.00,518.00,256.00,227.00,2530.00,11242.00,8784.00,8708.00,8090.00,148.82,16.25,16.96,34.02,35.64
-5490751289093416099,1,1200,1921,3699913286,2774930758,1961401222,436856075,403172450,13.00,721.00,542.00,290.00,255.00,2694.00,12462.00,9754.00,9904.00,9238.00,207.23,17.28,18.00,34.15,36.23
-4628386717348742446,2,1200,1920,3823582080,2023768751,1465872020,349322090,320171291,27.00,720.00,533.00,287.00,250.00,2684.00,10954.00,8512.00,6748.00,6140.00,99.41,15.21,15.97,23.51,24.56
4191105523054409319,3,1200,1923,3688331280,2220915492,1560523664,364933655,323364648,24.00,723.00,538.00,280.00,245.00,2690.00,11170.00,8686.00,6824.00,6266.00,112.08,15.45,16.14,24.37,25.58
307741051999968346,4,1200,1915,3793567532,1632761975,1181220085,349357891,288259024,50.00,715.00,527.00,304.00,263.00,2784.00,10810.00,8366.00,6828.00,6214.00,55.68,15.12,15.87,22.46,23.63
-658338267093750847,5,1200,1920,3881947325,1822844758,1338380771,355462860,325074482,38.00,720.00,531.00,300.00,262.00,2582.00,10314.00,7986.00,6068.00,5526.00,67.95,14.32,15.04,20.23,21.09
5345569556434452765,6,1200,1924,3425494966,2343811066,1629322389,337055145,308696754,24.00,724.00,543.00,260.00,232.00,2604.00,11258.00,8828.00,6592.00,6140.00,108.50,15.55,16.26,25.35,26.47
-2870703539443951814,7,1200,1921,4006660168,1933253681,1429109143,362132659,327374448,27.00,721.00,538.00,302.00,262.00,2710.00,10542.00,8232.00,6812.00,6254.00,100.37,14.62,15.30,22.56,23.87
8731849152440656042,8,1200,1922,3973101555,1860935830,1415146478,324179201,301702514,33.00,722.00,550.00,290.00,255.00,2746.00,10278.00,8188.00,6950.00,6192.00,83.21,14.24,14.89,23.97,24.28
-6873216215558317919,9,1200,1922,3324068691,2350921092,1671158623,331914612,317313961,17.00,722.00,539.00,273.00,242.00,2570.00,11812.00,9214.00,8066.00,7420.00,151.18,16.36,17.09,29.55,30.66
3797996916166389244,10,1200,1917,3929574764,1701932514,1257320294,369239141,326276880,52.00,717.00,536.00,326.00,277.00,2834.00,10154.00,8004.00,7056.00,6334.00,54.50,14.16,14.93,21.64,22.87
5877945956685719983,11,1200,1920,3705398624,1691941994,1242566539,382653529,328140571,50.00,720.00,540.00,322.00,282.00,2794.00,9984.00,7850.00,6716.00,6216.00,55.88,13.87,14.54,20.86,22.04
-7912990002670192130,12,1200,1921,3501694790,2010288560,1412940926,299383988,274668957,31.00,721.00,534.00,275.00,235.00,2638.00,10618.00,8292.00,7952.00,7084.00,85.10,14.73,15.53,28.92,30.14
8389469997098167844,13,1200,1914,4359418483,1632994850,1253889483,403923781,356094527,58.00,714.00,537.00,331.00,290.00,2954.00,10756.00,8486.00,7446.00,6630.00,50.93,15.06,15.80,22.50,22.86
2087374926410938961,14,1200,1926,3816152495,2204020149,1607452659,404393114,397651048,38.00,726.00,549.00,300.00,267.00,2850.00,10716.00,8496.00,6300.00,5844.00,75.00,14.76,15.48,21.00,21.89
7402135274953482799,15,1200,1919,3888734535,1663711475,1221445616,334970332,313129292,54.00,719.00,539.00,306.00,271.00,2786.00,9706.00,7656.00,5710.00,5328.00,51.59,13.50,14.20,18.66,19.66
4689200336387586123,16,1200,1920,4094104599,2367249288,1703439298,401144254,362683038,14.00,720.00,536.00,287.00,254.00,2806.00,12522.00,9740.00,7644.00,6980.00,200.43,17.39,18.17,26.63,27.48
-7671671211613484270,17,1200,1920,4053585866,2685064372,1883831288,419510765,404771305,10.00,720.00,554.00,288.00,252.00,2660.00,12674.00,10126.00,10376.00,9702.00,266.00,17.60,18.28,36.03,38.50
-6902699816495190973,18,1200,1923,3447155029,2454249351,1741712497,378613900,348508797,20.00,723.00,543.00,282.00,248.00,2684.00,11692.00,9184.00,7642.00,7114.00,134.20,16.17,16.91,27.10,28.69
-4125506074335916539,19,1200,1926,3797350473,2184255378,1589822447,314820863,296935194,31.00,726.00,544.00,268.00,241.00,2712.00,10626.00,8340.00,6776.00,6342.00,87.48,14.64,15.33,25.28,26.32
4347940397346621707,20,1200,1921,3715850603,2199341297,1632430759,401206641,362475339,18.00,721.00,554.00,306.00,272.00,2764.00,11692.00,9354.00,9952.00,9074.00,153.56,16.22,16.88,32.52,33.36
6232477315758117211,21,1200,1927,3750744257,2374920886,1661870016,328470939,302629182,37.00,727.00,545.00,264.00,232.00,2650.00,10800.00,8490.00,6580.00,6062.00,71.62,14.86,15.58,24.92,26.13
380230003225476029,22,1200,1917,4059759054,1731739471,1317353180,367179170,317844778,51.00,717.00,537.00,315.00,269.00,2832.00,10198.00,8036.00,6482.00,5896.00,55.53,14.22,14.96,20.58,21.92
5386371530941664227,23,1200,1925,4220333601,2428012260,1705106832,377598216,354525354,28.00,725.00,553.00,289.00,258.00,2754.00,11326.00,9020.00,9736.00,9196.00,98.36,15.62,16.31,33.69,35.64
293091227526882234,24,1200,1924,3548723617,2290275803,1629081116,359351197,317680118,24.00,724.00,545.00,283.00,246.00,2652.00,11282.00,8890.00,7736.00,6978.00,110.50,15.58,16.31,27.34,28.37
-6708166842395695472,25,1200,1919,3735239401,2024333403,1488784871,407332499,366442160,33.00,719.00,535.00,309.00,269.00,2708.00,10758.00,8420.00,7448.00,6680.00,82.06,14.96,15.74,24.10,24.83
-4771811580416653585,26,1200,1920,3441735951,1657912021,1237977377,332351373,289881981,48.00,720.00,530.00,300.00,257.00,2756.00,9970.00,7744.00,6522.00,5940.00,57.42,13.85,14.61,21.74,23.11
-7236639746295229348,27,1200,1921,3794812979,2356409809,1677563335,378610654,387485810,16.00,721.00,537.00,292.00,254.00,2736.00,11792.00,9188.00,10834.00,9898.00,171.00,16.36,17.11,37.10,38.97
3426086126586447450,28,1200,1921,3656742839,1891513552,1352803710,363006494,332871378,33.00,721.00,539.00,318.00,278.00,2796.00,10480.00,8232.00,8734.00,8162.00,84.73,14.54,15.27,27.47,29.36
4309719438471038056,29,1200,1924,3836803652,2178185749,1586665782,311560134,293654809,30.00,724.00,542.00,265.00,238.00,2674.00,10962.00,8596.00,7188.00,6686.00,89.13,15.14,15.86,27.12,28.09
415512944850179788,30,1200,1920,3979006586,1735836498,1298333833,353082163,310557362,38.00,720.00,537.00,315.00,268.00,2734.00,10122.00,7960.00,7218.00,6574.00,71.95,14.06,14.82,22.91,24.53
6276305628623229543,31,1200,1922,3725919265,2428418011,1695472865,367306831,330946811,17.00,722.00,549.00,288.00,252.00,2670.00,11408.00,9054.00,8940.00,8204.00,157.06,15.80,16.49,31.04,32.56
624131110541836784,32,1200,1924,3830900433,1876927990,1333808702,293271332,278080106,40.00,724.00,539.00,281.00,251.00,2668.00,9888.00,7736.00,5802.00,5352.00,66.70,13.66,14.35,20.65,21.32
-2132526292170909379,33,1200,1919,3855856372,2026880743,1501735630,374730357,342398898,24.00,719.00,549.00,283.00,254.00,2712.00,11116.00,8860.00,6604.00,6090.00,113.00,15.46,16.14,23.34,23.98
-7003859596155980917,34,1200,1921,3276718745,2043183927,1469718031,362683312,360854181,18.00,721.00,538.00,283.00,251.00,2658.00,11390.00,8860.00,6386.00,5920.00,147.67,15.80,16.47,22.57,23.59
-6808559435260605470,35,1200,1918,3468682050,1853652993,1330366335,355823005,320161973,39.00,718.00,531.00,301.00,266.00,2730.00,10928.00,8472.00,6588.00,6052.00,70.00,15.22,15.95,21.89,22.75
4860059827610343173,36,1200,1920,3773988987,1672356231,1224606627,351355450,321948641,54.00,720.00,532.00,322.00,287.00,2778.00,9968.00,7776.00,6744.00,6286.00,51.44,13.84,14.62,20.94,21.90
-7491634795041195892,37,1200,1921,3639131096,2447753099,1742880991,414924288,374437910,13.00,721.00,546.00,292.00,254.00,2706.00,12000.00,9494.00,8158.00,7432.00,208.15,16.64,17.39,27.94,29.26
-4591133882777532121,38,1200,1921,3370339973,1885961575,1352199498,287186371,263891366,33.00,721.00,538.00,265.00,236.00,2654.00,10286.00,8052.00,6142.00,5674.00,80.42,14.27,14.97,23.18,24.04
-8221588509896304115,39,1200,1919,3546180261,1746972224,1328713203,351722444,322822676,42.00,719.00,550.00,306.00,272.00,2874.00,10530.00,8440.00,6796.00,6248.00,68.43,14.65,15.35,22.21,22.97
5865063755201700389,40,1200,1921,4134147932,1936409368,1421869459,362846935,329005300,34.00,721.00,540.00,308.00,269.00,2706.00,10666.00,8394.00,7530.00,6902.00,79.59,14.79,15.54,24.45,25.66
5588759844082015097,41,1200,1919,3943337212,1695620246,1262508371,320042960,288721492,51.00,719.00,533.00,306.00,264.00,2790.00,10060.00,7868.00,6958.00,6338.00,54.71,13.99,14.76,22.74,24.01
-2570822168983741473,42,1200,1923,3674466238,1737333286,1260821994,363734523,332026367,54.00,723.00,530.00,319.00,279.00,2694.00,9666.00,7490.00,6460.00,5982.00,49.89,13.37,14.13,20.25,21.44
-1069555454107782645,43,1200,1917,3767718585,1742346553,1291309886,410599351,376237468,44.00,717.00,539.00,329.00,286.00,2846.00,10920.00,8592.00,7110.00,6392.00,64.68,15.23,15.94,21.61,22.35
7592482175930931299,44,1200,1917,3861116443,1598447652,1177313537,340096125,312224940,55.00,717.00,533.00,324.00,282.00,2730.00,9938.00,7760.00,6818.00,6256.00,49.64,13.86,14.56,21.04,22.18
-5217021549332303544,45,1200,1921,3592818785,2204680583,1551370254,400645801,346549945,19.00,721.00,541.00,316.00,267.00,2732.00,11336.00,8892.00,8410.00,7572.00,143.79,15.72,16.44,26.61,28.36
-4208771288889733962,46,1200,1921,3859217872,2056260675,1532349044,381671014,341805197,27.00,721.00,548.00,311.00,264.00,2704.00,10828.00,8602.00,7776.00,6956.00,100.15,15.02,15.70,25.00,26.35
76456581919587685,47,1200,1924,3676021902,2581286319,1799999542,405050724,366895756,25.00,724.00,546.00,282.00,248.00,2686.00,11636.00,9156.00,9302.00,8332.00,107.44,16.07,16.77,32.99,33.60
-2433856865254730796,48,1200,1921,3865998286,2051065920,1450107149,350044030,319013966,25.00,721.00,533.00,293.00,254.00,2630.00,10760.00,8316.00,7178.00,6556.00,105.20,14.92,15.60,24.50,25.81
-9207634929411506203,49,1200,1919,3919305008,1673496753,1235573111,395068187,322418998,51.00,719.00,539.00,313.00,279.00,2778.00,9762.00,7684.00,6126.00,5664.00,54.47,13.58,14.26,19.57,20.30
1724565692891164148,50,1200,1924,3340475325,2112284312,1544274918,383732413,347832220,27.00,724.00,544.00,292.00,257.00,2690.00,10966.00,8620.00,6494.00,5948.00,99.63,15.15,15.85,22.24,23.14
-7425002600183840122,51,1200,1924,3474218752,2790498357,2023979381,430915787,406370234,25.00,724.00,551.00,278.00,248.00,2760.00,11948.00,9478.00,8556.00,7692.00,110.40,16.50,17.20,30.78,31.02
-4071286506205548529,52,1200,1918,4011016716,1879100795,1409895426,366170919,334887125,31.00,718.00,544.00,306.00,263.00,2756.00,10758.00,8514.00,6650.00,6006.00,88.90,14.98,15.65,21.73,22.84
-5040353458915863459,53,1200,1923,3744452838,2225201846,1617829285,380137107,348703709,23.00,723.00,549.00,288.00,259.00,2660.00,11156.00,8860.00,7616.00,7168.00,115.65,15.43,16.14,26.44,27.68
-9032406375084431453,54,1200,1925,3856436643,2224399792,1574771231,382189454,340399042,24.00,725.00,534.00,301.00,256.00,2704.00,11166.00,8646.00,8300.00,7492.00,112.67,15.40,16.19,27.57,29.27
2052405925856828735,55,1200,1921,3824346964,1854526860,1332219405,369267976,339084991,40.00,721.00,530.00,313.00,271.00,2694.00,10404.00,8084.00,6650.00,6010.00,67.35,14.43,15.25,21.25,22.18
5818802369415411379,56,1200,1927,3643220432,2263714597,1597728393,393604438,323087392,37.00,727.00,547.00,292.00,260.00,2698.00,10560.00,8334.00,7758.00,7210.00,72.92,14.53,15.24,26.57,27.73
5475082410847486819,57,1200,1914,4198142179,1600743550,1202896350,382446332,353071761,49.00,714.00,530.00,334.00,296.00,2888.00,10772.00,8388.00,7174.00,6610.00,58.94,15.09,15.83,21.48,22.33
-5135169987493139437,58,1200,1919,3665035136,1851290706,1348990672,318882797,280005934,34.00,719.00,534.00,288.00,250.00,2614.00,10356.00,8076.00,8262.00,7772.00,76.88,14.40,15.12,28.69,31.09
-5175425614280964283,59,1200,1924,3477144153,2171610465,1492421010,316686179,294201604,27.00,724.00,532.00,269.00,243.00,2646.00,10786.00,8336.00,7588.00,7180.00,98.00,14.90,15.67,28.21,29.55
4425508811227978721,60,1200,1923,3370830000,2171419958,1539552513,387104874,356382453,21.00,723.00,537.00,295.00,260.00,2636.00,11016.00,8586.00,8052.00,7234.00,125.52,15.24,15.99,27.29,27.82
563052546393176524,61,1200,1923,3615321340,2371204279,1663888825,391574145,350579263,24.00,723.00,534.00,291.00,251.00,2696.00,11448.00,8860.00,9188.00,8430.00,112.33,15.83,16.59,31.57,33.59
6377561966886566998,62,1200,1923,3750680714,2251790151,1605151056,384820375,347150561,21.00,723.00,544.00,303.00,260.00,2794.00,11316.00,8910.00,8536.00,7700.00,133.05,15.65,16.38,28.17,29.62
3386491296462532782,63,1200,1918,3514196751,1812683460,1336516923,365730322,319356481,34.00,718.00,533.00,319.00,268.00,2666.00,10770.00,8370.00,7390.00,6520.00,78.41,15.00,15.70,23.17,24.33
5784555072650316478,64,1200,1919,3986894124,1656023807,1198106781,348263270,313288827,57.00,719.00,539.00,305.00,271.00,2870.00,9522.00,7518.00,5666.00,5276.00,50.35,13.24,13.95,18.58,19.47
4725665107473997075,65,1200,1923,3999856497,2415128899,1706448163,396415999,369922123,21.00,723.00,546.00,289.00,260.00,2614.00,11608.00,9138.00,7622.00,7116.00,124.48,16.06,16.74,26.37,27.37
1252196575850020036,66,1200,1916,3622808529,1684301853,1236536134,309796628,291626414,49.00,716.00,533.00,288.00,257.00,2748.00,10636.00,8338.00,6036.00,5628.00,56.08,14.85,15.64,20.96,21.90
8865822251593132152,67,1200,1922,4006277812,1862656349,1415493766,351137622,325724884,38.00,722.00,543.00,300.00,268.00,2742.00,10292.00,8140.00,6596.00,6142.00,72.16,14.25,14.99,21.99,22.92
5685750714427048435,68,1200,1927,3668986799,2163560048,1583252458,371369109,334915253,37.00,727.00,550.00,299.00,261.00,2698.00,10594.00,8402.00,6846.00,6286.00,72.92,14.57,15.28,22.90,24.08
607420161166883798,69,1200,1925,4155020207,2399598983,1694481233,406570052,364771263,23.00,725.00,540.00,299.00,260.00,2786.00,11512.00,8960.00,8154.00,7376.00,121.13,15.88,16.59,27.27,28.37
-6071659141315028615,70,1200,1915,3458606657,1705868310,1249319659,382423609,351934661,52.00,715.00,527.00,322.00,281.00,2816.00,10576.00,8224.00,6728.00,6122.00,54.15,14.79,15.61,20.89,21.79
5114773657143596291,71,1200,1917,4082602573,1619868701,1168695326,287864225,259372302,63.00,717.00,523.00,292.00,248.00,2794.00,9986.00,7696.00,6164.00,5562.00,44.35,13.93,14.72,21.11,22.43
5380308819547897901,72,1200,1920,3616680758,1554285158,1135748251,286347904,262536192,69.00,720.00,535.00,293.00,257.00,2722.00,9084.00,7130.00,5630.00,5228.00,39.45,12.62,13.33,19.22,20.34
-7694820106056561065,73,1200,1919,4177653479,1698379946,1283133222,382576054,351092176,55.00,719.00,540.00,338.00,293.00,2934.00,10070.00,7960.00,8362.00,7666.00,53.35,14.01,14.74,24.74,26.16
6641775690148903634,74,1200,1921,4050563901,1805093710,1326643320,321176373,300381175,43.00,721.00,536.00,286.00,255.00,2718.00,9952.00,7792.00,5952.00,5538.00,63.21,13.80,14.54,20.81,21.72
-5975099486839210863,75,1200,1917,4022216009,1882014325,1403269888,372340269,321332077,38.00,717.00,533.00,310.00,263.00,2762.00,11158.00,8710.00,7306.00,6490.00,72.68,15.56,16.34,23.57,24.68
-5610345381143560035,76,1200,1927,4091098865,2362600279,1673004009,401141583,371285255,42.00,727.00,548.00,298.00,262.00,2782.00,11030.00,8694.00,7306.00,6668.00,66.24,15.17,15.86,24.52,25.45
2179059918007633660,77,1200,1922,3426659350,2141183455,1581292073,342034775,334435208,19.00,722.00,548.00,278.00,256.00,2632.00,11170.00,8842.00,6960.00,6668.00,138.53,15.47,16.14,25.04,26.05
-541209030295205388,78,1200,1923,4153125519,2361842953,1659293898,383335892,409531766,24.00,723.00,542.00,284.00,254.00,2800.00,11450.00,8988.00,7794.00,7216.00,116.67,15.84,16.58,27.44,28.41
-5210209046370689587,79,1200,1922,3849880400,1818668940,1323613443,320693076,295707730,36.00,722.00,536.00,289.00,256.00,2642.00,10036.00,7816.00,5950.00,5506.00,73.39,13.90,14.58,20.59,21.51
8003425607733577592,80,1200,1920,3992353649,1763423318,1297313308,319466729,286092810,44.00,720.00,529.00,290.00,252.00,2634.00,9944.00,7702.00,6016.00,5448.00,59.86,13.81,14.56,20.74,21.62
203285934148088527,81,1200,1922,3531393394,2371905472,1618235051,341841579,311251019,17.00,722.00,532.00,268.00,235.00,2566.00,11446.00,8846.00,8162.00,7264.00,150.94,15.85,16.63,30.46,30.91
4200385762108376389,82,1200,1916,4204227602,1609270184,1185542318,444040438,404626001,49.00,716.00,533.00,365.00,316.00,2906.00,10230.00,8036.00,7132.00,6466.00,59.31,14.29,15.08,19.54,20.46
-2975582377425872831,83,1200,1921,3639368896,1887362020,1387445902,319275590,293980061,32.00,721.00,539.00,281.00,248.00,2662.00,10190.00,8034.00,6136.00,5664.00,83.19,14.13,14.91,21.84,22.84
-131515296982516104,84,1200,1915,3891723070,1633883690,1210600756,309432424,283212932,56.00,715.00,537.00,303.00,261.00,2838.00,10480.00,8240.00,6992.00,6472.00,50.68,14.66,15.34,23.08,24.80
3208538263218039294,85,1200,1919,3751926589,1689281743,1210372425,378315343,340729083,54.00,719.00,522.00,318.00,274.00,2700.00,9858.00,7542.00,5994.00,5380.00,50.00,13.71,14.45,18.85,19.64
4040404209984185585,86,1200,1920,3790981539,1947435572,1390295630,344809311,316325774,30.00,720.00,533.00,282.00,257.00,2668.00,10806.00,8402.00,6382.00,5958.00,88.93,15.01,15.76,22.63,23.18
-2572383156535302946,87,1200,1922,4008531950,2398852761,1658349805,417230384,378842597,17.00,722.00,538.00,288.00,255.00,2736.00,11586.00,9050.00,7832.00,7272.00,160.94,16.05,16.82,27.19,28.52
-39847798084607655,88,1200,1918,4036543511,1630837978,1252080473,308746253,276800491,58.00,718.00,541.00,297.00,257.00,2770.00,10016.00,7926.00,6060.00,5544.00,47.76,13.95,14.65,20.40,21.57
-7541395294380994468,89,1200,1919,3760574743,2136303824,1519262468,410810667,379734958,18.00,719.00,540.00,306.00,270.00,2828.00,12038.00,9428.00,7486.00,6804.00,157.11,16.74,17.46,24.46,25.20
-6698775310240149658,90,1200,1923,3771832044,2165681836,1546447106,365059775,322861739,26.00,723.00,545.00,306.00,266.00,2744.00,10958.00,8640.00,10236.00,9382.00,105.54,15.16,15.85,33.45,35.27
1942156666973150840,91,1200,1920,3693464956,2403215684,1617609457,348249785,314162926,12.00,720.00,536.00,276.00,245.00,2662.00,12178.00,9460.00,7762.00,6986.00,221.83,16.91,17.65,28.12,28.51
3946177544761866845,92,1200,1930,3974429987,2288342536,1622862818,338104096,305166048,47.00,730.00,548.00,274.00,242.00,2768.00,10518.00,8300.00,9698.00,9192.00,58.89,14.41,15.15,35.39,37.98
3249849735351870942,93,1200,1924,3632799495,2298800433,1708537220,349956843,324616492,22.00,724.00,538.00,278.00,251.00,2550.00,11254.00,8774.00,8248.00,7780.00,115.91,15.54,16.31,29.67,31.00
2677654427941641688,94,1200,1925,3412136184,2296775615,1653530571,289798043,268662196,29.00,725.00,548.00,251.00,221.00,2614.00,10710.00,8468.00,7184.00,6454.00,90.14,14.77,15.45,28.62,29.20
-1324586864682673592,95,1200,1922,3602359568,1896069302,1391156330,356154819,338031639,38.00,722.00,537.00,307.00,276.00,2710.00,10264.00,8066.00,7342.00,6898.00,71.32,14.22,15.02,23.92,24.99
6192264736164900553,96,1200,1918,3488335187,1912012423,1403899966,346845295,332262745,28.00,718.00,545.00,292.00,261.00,2654.00,11060.00,8752.00,7364.00,6756.00,94.79,15.40,16.06,25.22,25.89
-8942782960052803808,97,1200,1924,3731942066,2476585506,1767826505,428200927,385959887,25.00,724.00,552.00,295.00,264.00,2818.00,11522.00,9202.00,9188.00,8670.00,112.72,15.91,16.67,31.15,32.84
8083957043619377342,98,1200,1919,3721378014,1753966751,1315777901,392184901,360689371,49.00,719.00,543.00,328.00,290.00,2740.00,9812.00,7786.00,6590.00,6090.00,55.92,13.65,14.34,20.09,21.00
5364419178903474280,99,1200,1924,3439386111,2448509277,1782112493,357205436,327699858,25.00,724.00,547.00,257.00,228.00,2614.00,11522.00,9070.00,6216.00,5694.00,104.56,15.91,16.58,24.19,24.97
3640373665135909734,100,1200,1919,4135484601,1987217475,1428818557,357738044,324378404,29.00,719.00,539.00,298.00,267.00,2722.00,11338.00,8892.00,8266.00,7636.00,93.86,15.77,16.50,27.74,28.60
4838530000299661592,1,1250,2006,4476127028,2427423387,1710767148,387230771,350533818,32.00,756.00,560.00,297.00,261.00,2784.00,11406.00,8864.00,7436.00,6854.00,87.00,15.09,15.83,25.04,26.26
-8463209938405921646,2,1250,2000,3911043518,1873753426,1341262691,385222385,344653597,44.00,750.00,552.00,324.00,288.00,2858.00,10522.00,8176.00,6884.00,6364.00,64.95,14.03,14.81,21.25,22.10
-5590095089736557624,3,1250,2000,3996195376,2372479190,1680075852,437360039,392874525,19.00,750.00,561.00,314.00,277.00,2838.00,12280.00,9638.00,8102.00,7476.00,149.37,16.37,17.18,25.80,26.99
-5949156862067955538,4,1250,1997,4569676463,1783286355,1352115349,403891148,367060429,55.00,747.00,561.00,341.00,299.00,2970.00,10650.00,8402.00,7354.00,6724.00,54.00,14.26,14.98,21.57,22.49
-8721881717883597824,5,1250,2002,4568912356,1875134687,1383440035,347715797,316926376,57.00,752.00,559.00,318.00,274.00,2808.00,10374.00,8110.00,7036.00,6416.00,49.26,13.80,14.51,22.13,23.42
4818732564270503997,6,1250,2000,4423112215,2003068036,1569935840,426455131,373768738,33.00,750.00,577.00,332.00,286.00,2910.00,10918.00,8782.00,7466.00,6724.00,88.18,14.56,15.22,22.49,23.51
215961605683449110,7,1250,1998,4222902911,2021937755,1508786978,389009414,350687513,31.00,748.00,564.00,306.00,267.00,2826.00,11652.00,9192.00,6730.00,6164.00,91.16,15.58,16.30,21.99,23.09
-113869622306857769,8,1250,2003,3783101115,2710649586,1843588286,322768735,299019198,20.00,753.00,571.00,266.00,233.00,2772.00,11908.00,9420.00,8254.00,7702.00,138.60,15.81,16.50,31.03,33.06
-1104103524543556455,9,1250,1997,4357807223,2014335305,1438916027,384438754,335599541,44.00,747.00,546.00,322.00,278.00,2874.00,11230.00,8656.00,8112.00,7468.00,65.32,15.03,15.85,25.19,26.86
-7610307827625199299,10,1250,2005,3959095970,2545499669,1867402983,368154444,357204734,29.00,755.00,576.00,287.00,253.00,2788.00,11610.00,9254.00,10512.00,9918.00,96.14,15.38,16.07,36.63,39.20
-1605592387472765311,11,1250,2003,3980258916,2456790423,1821220171,318193887,295279152,21.00,753.00,577.00,272.00,241.00,2776.00,11430.00,9128.00,9128.00,8682.00,132.19,15.18,15.82,33.56,36.02
6105905901643575981,12,1250,1999,4300535001,1971296234,1449904168,408502361,366693044,40.00,749.00,556.00,335.00,284.00,2932.00,11054.00,8666.00,8182.00,7370.00,73.30,14.76,15.59,24.42,25.95
1115408983970484392,13,1250,2001,4139958171,2524742339,1837287640,471465821,446300879,18.00,751.00,573.00,320.00,282.00,2876.00,12278.00,9746.00,10154.00,9312.00,159.78,16.35,17.01,31.73,33.02
7136024759945393016,14,1250,2003,4056280767,2090180304,1528488819,299435624,276780374,38.00,753.00,567.00,274.00,241.00,2704.00,10404.00,8196.00,6418.00,5836.00,71.16,13.82,14.46,23.42,24.22
520363157482295673,15,1250,1996,4932272000,1656435545,1214707773,471093914,417509662,70.00,746.00,549.00,375.00,324.00,3050.00,10352.00,8048.00,6682.00,6064.00,43.57,13.88,14.66,17.82,18.72
-102166774720429359,16,1250,2003,4255911941,2580063929,1834606384,439312487,396450793,21.00,753.00,565.00,304.00,261.00,2736.00,11792.00,9248.00,7470.00,6600.00,130.29,15.66,16.37,24.57,25.29
3769210643356014054,17,1250,2004,4321009283,2011672186,1532413854,358681209,331935424,42.00,754.00,582.00,317.00,277.00,2860.00,10342.00,8374.00,7322.00,6678.00,68.10,13.72,14.39,23.10,24.11
3528554014868514278,18,1250,2005,3786185529,2659494686,1896389005,396936256,366224153,35.00,755.00,576.00,280.00,248.00,2764.00,11590.00,9232.00,7668.00,7104.00,78.97,15.35,16.03,27.39,28.65
5449973341178022559,19,1250,1997,4212517706,1826665704,1362313748,377081719,352211568,48.00,747.00,562.00,319.00,287.00,2910.00,10364.00,8152.00,6342.00,5948.00,60.63,13.87,14.51,19.88,20.72
7580531848684305972,20,1250,2003,4450165181,2054675710,1495527141,394598492,349315988,41.00,753.00,562.00,313.00,271.00,2786.00,10452.00,8194.00,6042.00,5474.00,67.95,13.88,14.58,19.30,20.20
