SEED,ITERATION,NUMBEROFEVENTS,NUMBEROFEDGES,CPP_TIME,ETA_TIME,ETAP_TIME,GETA_TIME,GETAP_TIME,CPP_CES,ETA_CES,ETAP_CES,GETA_CES,GETAP_CES,CPP_TOTALEVENTS,ETA_TOTALEVENTS,ETAP_TOTALEVENTS,GETA_TOTALEVENTS,GETAP_TOTALEVENTS,CPP_AVGTCLEN,ETA_AVGTCLEN,ETAP_AVGTCLEN,GETA_AVGTCLEN,GETAP_AVGTCLEN
-734078655511066956,45,50,80,503273848,2579327,2808921,1605983,1878292,12.00,30.00,24.00,20.00,18.00,118.00,242.00,200.00,162.00,148.00,9.83,8.07,8.33,8.10,8.22
-6695216319505284160,46,50,81,503830685,1958229,2105493,1682666,1915756,24.00,31.00,26.00,26.00,24.00,108.00,144.00,120.00,116.00,108.00,4.50,4.65,4.62,4.46,4.50
-9142588663529985608,47,50,80,503005519,2359070,2523277,1382170,1640647,15.00,30.00,23.00,19.00,17.00,110.00,212.00,166.00,148.00,132.00,7.33,7.07,7.22,7.79,7.76
2177552563804567273,48,50,78,504207277,2227310,954285,815222,964429,20.00,28.00,23.00,25.00,22.00,150.00,202.00,168.00,192.00,174.00,7.50,7.21,7.30,7.68,7.91
-3941130265234769311,49,50,82,504715022,1790020,1769804,894725,1032539,25.00,32.00,28.00,29.00,28.00,178.00,226.00,196.00,208.00,202.00,7.12,7.06,7.00,7.17,7.21
-6506935071570502260,50,50,80,502859616,2513803,2750750,1597746,1218580,13.00,30.00,23.00,19.00,18.00,120.00,242.00,188.00,160.00,154.00,9.23,8.07,8.17,8.42,8.56
-6811041918083142026,51,50,78,503355628,2490816,2686863,1524575,1801103,11.00,28.00,19.00,19.00,15.00,150.00,278.00,210.00,208.00,184.00,13.64,9.93,11.05,10.95,12.27
5656947110125564691,52,50,78,504137212,2212151,2445601,1262757,1470215,10.00,28.00,21.00,17.00,15.00,150.00,280.00,222.00,246.00,232.00,15.00,10.00,10.57,14.47,15.47
-2452877391141782800,53,50,76,502706979,1723737,1807579,1370368,1586012,18.00,26.00,20.00,21.00,18.00,142.00,198.00,158.00,160.00,142.00,7.89,7.62,7.90,7.62,7.89
-4029865636983819203,54,50,79,502796164,2619147,1877961,790698,951912,7.00,29.00,23.00,18.00,16.00,142.00,318.00,262.00,238.00,224.00,20.29,10.97,11.39,13.22,14.00
-5759192978544817646,55,50,80,503101000,2106738,2437569,1497034,1328276,17.00,30.00,23.00,23.00,21.00,150.00,234.00,192.00,188.00,178.00,8.82,7.80,8.35,8.17,8.48
-1227652077032073898,56,50,80,502605124,3138295,3436271,1266443,897893,8.00,30.00,21.00,14.00,12.00,108.00,260.00,198.00,142.00,126.00,13.50,8.67,9.43,10.14,10.50
-2150001889456062787,57,50,84,503604192,1997758,2138780,1912770,2189034,26.00,34.00,30.00,31.00,29.00,126.00,164.00,144.00,148.00,138.00,4.85,4.82,4.80,4.77,4.76
7355851059146237865,58,50,78,503283765,951365,2105402,943380,1359230,17.00,28.00,22.00,21.00,19.00,136.00,208.00,166.00,154.00,144.00,8.00,7.43,7.55,7.33,7.58
-4073481181324666623,59,50,78,503266347,2338553,1328576,915690,1104961,9.00,28.00,20.00,20.00,17.00,146.00,274.00,210.00,246.00,214.00,16.22,9.79,10.50,12.30,12.59
2655150037444764211,60,50,79,502032001,3182704,3355924,1076672,894786,6.00,29.00,21.00,14.00,13.00,96.00,248.00,192.00,156.00,148.00,16.00,8.55,9.14,11.14,11.38
-411710403901698057,61,50,78,503695317,1491897,1596553,1266220,1520271,22.00,28.00,24.00,24.00,22.00,136.00,178.00,152.00,148.00,136.00,6.18,6.36,6.33,6.17,6.18
-2432669369884556904,62,50,78,503453377,1552298,1645024,1406081,1577192,23.00,28.00,24.00,25.00,23.00,136.00,164.00,140.00,144.00,136.00,5.91,5.86,5.83,5.76,5.91
-2718404523681024819,63,50,81,504417539,1625127,2077451,1678299,1424484,29.00,31.00,29.00,29.00,29.00,140.00,152.00,140.00,140.00,140.00,4.83,4.90,4.83,4.83,4.83
8064606220053984090,64,50,80,503281590,1533165,1966868,864669,859989,23.00,30.00,26.00,26.00,25.00,122.00,160.00,136.00,134.00,130.00,5.30,5.33,5.23,5.15,5.20
-3484516720635268319,65,50,78,502243436,2218241,2543445,1551276,1969913,10.00,28.00,22.00,21.00,16.00,168.00,340.00,282.00,292.00,242.00,16.80,12.14,12.82,13.90,15.13
9034161412312236104,66,50,80,502748185,1557663,1638978,1362112,1531303,22.00,30.00,26.00,25.00,23.00,126.00,174.00,150.00,142.00,132.00,5.73,5.80,5.77,5.68,5.74
-5477910778346585453,67,50,84,503356496,3374117,2249627,2076509,2312121,26.00,34.00,29.00,30.00,28.00,132.00,168.00,144.00,148.00,140.00,5.08,4.94,4.97,4.93,5.00
5912148261482310196,68,50,75,502630281,1454522,1887205,684788,748714,18.00,25.00,20.00,20.00,18.00,150.00,200.00,166.00,162.00,150.00,8.33,8.00,8.30,8.10,8.33
1821545434744561045,69,50,79,502870897,1920321,2148485,1432502,1874717,14.00,29.00,21.00,21.00,16.00,134.00,246.00,184.00,186.00,148.00,9.57,8.48,8.76,8.86,9.25
-5007152697692917528,70,50,78,502778945,1420114,1593204,1346662,1558119,19.00,28.00,24.00,23.00,21.00,174.00,228.00,204.00,214.00,202.00,9.16,8.14,8.50,9.30,9.62
1251911587165852036,71,50,82,503345717,1648269,1849006,1718082,1927524,27.00,32.00,28.00,29.00,27.00,122.00,148.00,128.00,130.00,122.00,4.52,4.63,4.57,4.48,4.52
-2847234353116056999,72,50,80,502610067,2180220,2644101,1025223,991589,15.00,30.00,22.00,24.00,20.00,152.00,256.00,198.00,238.00,212.00,10.13,8.53,9.00,9.92,10.60
5601719718418660348,73,50,78,502520106,2356339,2591655,1100850,1226224,11.00,28.00,21.00,14.00,14.00,128.00,256.00,202.00,164.00,164.00,11.64,9.14,9.62,11.71,11.71
-1446547667520579043,74,50,83,503606407,1333683,1617993,1639897,2090373,28.00,33.00,29.00,33.00,29.00,188.00,222.00,194.00,222.00,194.00,6.71,6.73,6.69,6.73,6.69
1143327924370000231,75,50,79,504211765,2076303,2305025,1759388,2093041,12.00,29.00,23.00,22.00,20.00,146.00,250.00,206.00,210.00,194.00,12.17,8.62,8.96,9.55,9.70
-8295774236011424742,76,50,80,502660138,2050203,1192703,704956,862154,15.00,30.00,23.00,21.00,19.00,124.00,204.00,162.00,174.00,160.00,8.27,6.80,7.04,8.29,8.42
3399321822954653911,77,50,77,501746280,671043,1581889,1380040,1621006,18.00,27.00,21.00,24.00,20.00,170.00,232.00,186.00,204.00,180.00,9.44,8.59,8.86,8.50,9.00
759571494563231359,78,50,80,503008660,1332373,1575476,1612387,1646853,24.00,30.00,26.00,27.00,25.00,162.00,214.00,178.00,186.00,170.00,6.75,7.13,6.85,6.89,6.80
1814056864040069397,79,50,79,502977582,2361993,1648346,751823,843619,14.00,29.00,23.00,19.00,16.00,122.00,214.00,176.00,158.00,140.00,8.71,7.38,7.65,8.32,8.75
4920012680936298232,80,50,81,503382533,1476371,1565471,1649406,1890610,28.00,31.00,28.00,30.00,28.00,140.00,154.00,140.00,150.00,140.00,5.00,4.97,5.00,5.00,5.00
-1337563999593843974,81,50,81,502871454,1607780,1877117,1259790,1536137,23.00,31.00,26.00,25.00,23.00,128.00,182.00,150.00,156.00,138.00,5.57,5.87,5.77,6.24,6.00
-3663757372315549923,82,50,80,503305200,1767965,1477213,842888,2513101,24.00,30.00,26.00,26.00,24.00,126.00,160.00,138.00,136.00,126.00,5.25,5.33,5.31,5.23,5.25
-2366137669515995908,83,50,81,502340065,2583977,2693435,1073804,652520,13.00,31.00,24.00,16.00,15.00,110.00,218.00,174.00,126.00,120.00,8.46,7.03,7.25,7.88,8.00
-368503076416900054,84,50,78,502626075,1831358,1837741,1424114,1480277,17.00,28.00,22.00,23.00,19.00,122.00,190.00,156.00,168.00,146.00,7.18,6.79,7.09,7.30,7.68
-6050066308874513397,85,50,78,502554082,2231967,1307198,599306,661380,9.00,28.00,22.00,16.00,13.00,124.00,260.00,216.00,248.00,228.00,13.78,9.29,9.82,15.50,17.54
6999970604018255349,86,50,79,502409402,1897419,1944440,1298348,2411536,20.00,29.00,23.00,21.00,21.00,112.00,166.00,130.00,118.00,118.00,5.60,5.72,5.65,5.62,5.62
-1020898345113684579,87,50,79,502881086,2070442,2280136,1627775,1691011,13.00,29.00,22.00,22.00,22.00,156.00,246.00,196.00,200.00,200.00,12.00,8.48,8.91,9.09,9.09
7717396309384714524,88,50,78,502654946,1691141,1888278,1676758,1737797,18.00,28.00,22.00,25.00,21.00,156.00,224.00,186.00,202.00,178.00,8.67,8.00,8.45,8.08,8.48
6060490153630136071,89,50,81,503320733,1713308,1444029,882183,889907,29.00,31.00,29.00,29.00,29.00,118.00,128.00,118.00,118.00,118.00,4.07,4.13,4.07,4.07,4.07
5377383078778314877,90,50,78,502857591,1554857,1767980,1465389,1577759,15.00,28.00,22.00,24.00,21.00,174.00,278.00,222.00,228.00,210.00,11.60,9.93,10.09,9.50,10.00
-596940654053431793,91,50,83,502825833,2005526,2163188,1884148,1858908,25.00,33.00,27.00,29.00,26.00,108.00,144.00,118.00,124.00,112.00,4.32,4.36,4.37,4.28,4.31
6281962222812723690,92,50,79,504265492,2284974,2501887,1436434,1641713,13.00,29.00,21.00,20.00,15.00,124.00,234.00,176.00,174.00,138.00,9.54,8.07,8.38,8.70,9.20
-4847704732074676546,93,50,81,502399981,1783074,1765918,1398452,1402945,21.00,31.00,26.00,25.00,22.00,140.00,206.00,174.00,164.00,146.00,6.67,6.65,6.69,6.56,6.64
-9060468435149069795,94,50,81,503773769,3233118,1904504,1851833,1782947,24.00,31.00,27.00,28.00,26.00,136.00,166.00,148.00,152.00,144.00,5.67,5.35,5.48,5.43,5.54
-7552071006602104199,95,50,79,502923124,2319993,2106178,908737,924772,12.00,29.00,22.00,22.00,17.00,130.00,236.00,186.00,186.00,154.00,10.83,8.14,8.45,8.45,9.06
-8308766599945964567,96,50,79,502590826,1698971,1866809,1197509,1208223,21.00,29.00,25.00,22.00,22.00,122.00,166.00,144.00,126.00,126.00,5.81,5.72,5.76,5.73,5.73
6793957463225400402,97,50,78,502299511,2581769,2472925,1051721,1063911,8.00,28.00,22.00,13.00,12.00,122.00,260.00,212.00,152.00,144.00,15.25,9.29,9.64,11.69,12.00
-4962269998650513742,98,50,78,502441996,3686093,2302313,1159189,1300135,10.00,28.00,20.00,17.00,14.00,140.00,276.00,210.00,192.00,166.00,14.00,9.86,10.50,11.29,11.86
-5946197976592570725,99,50,80,503182633,1391784,1405090,1434466,691789,25.00,30.00,26.00,27.00,25.00,134.00,168.00,140.00,144.00,134.00,5.36,5.60,5.38,5.33,5.36
-9123865283072147425,100,50,82,502430869,2336103,2385098,1546706,1614868,13.00,32.00,25.00,21.00,19.00,124.00,234.00,190.00,160.00,150.00,9.54,7.31,7.60,7.62,7.89
5957844391678288998,1,100,160,506471280,10981091,5668703,2329953,2247087,13.00,60.00,48.00,30.00,25.00,234.00,560.00,470.00,350.00,312.00,18.00,9.33,9.79,11.67,12.48
-9153177873052188136,2,100,159,507328714,7409393,3434109,2600793,2342324,32.00,59.00,45.00,44.00,36.00,246.00,394.00,314.00,300.00,260.00,7.69,6.68,6.98,6.82,7.22
-4492983981310920503,3,100,158,505987953,10206089,10309678,2058232,2044530,15.00,58.00,44.00,31.00,26.00,250.00,612.00,490.00,544.00,498.00,16.67,10.55,11.14,17.55,19.15
6164222982534157529,4,100,155,508365807,4152064,4350723,2528341,2307888,22.00,55.00,38.00,41.00,31.00,354.00,626.00,462.00,714.00,594.00,16.09,11.38,12.16,17.41,19.16
-4165624060419888716,5,100,157,510389534,3986614,2856178,3365250,2363221,36.00,57.00,43.00,43.00,39.00,288.00,438.00,334.00,330.00,306.00,8.00,7.68,7.77,7.67,7.85
2591776963801958969,6,100,157,508566621,6494825,3279228,2096666,1968921,27.00,57.00,43.00,39.00,31.00,302.00,516.00,414.00,456.00,388.00,11.19,9.05,9.63,11.69,12.52
-4820928532208967390,7,100,156,511606716,5199931,3001805,2466529,2329460,29.00,56.00,45.00,44.00,39.00,280.00,474.00,390.00,366.00,338.00,9.66,8.46,8.67,8.32,8.67
1560540910825513095,8,100,155,511022663,5218740,2599131,2335118,2200754,35.00,55.00,45.00,45.00,40.00,328.00,472.00,400.00,406.00,372.00,9.37,8.58,8.89,9.02,9.30
-1349860487682918418,9,100,156,507735356,3442690,5965443,4388968,4134780,31.00,56.00,42.00,41.00,36.00,280.00,460.00,358.00,356.00,322.00,9.03,8.21,8.52,8.68,8.94
-314829106301316469,10,100,158,504711314,10896710,8508104,3859723,3750909,12.00,58.00,44.00,28.00,23.00,230.00,632.00,502.00,382.00,340.00,19.17,10.90,11.41,13.64,14.78
-6088826515701179498,11,100,154,508892873,3042716,2696459,1866826,3888764,33.00,54.00,42.00,40.00,35.00,356.00,550.00,436.00,428.00,392.00,10.79,10.19,10.38,10.70,11.20
-5383959664096412438,12,100,158,508020984,7056616,5390394,2112387,3119175,13.00,58.00,43.00,30.00,22.00,264.00,680.00,542.00,460.00,370.00,20.31,11.72,12.60,15.33,16.82
8113637417418787906,13,100,159,509475157,4425104,3782156,2580995,2546413,27.00,59.00,45.00,40.00,37.00,268.00,492.00,386.00,352.00,334.00,9.93,8.34,8.58,8.80,9.03
-4690582876406581810,14,100,159,508362782,5240455,4365175,2201313,2070651,26.00,59.00,47.00,37.00,31.00,268.00,508.00,414.00,358.00,310.00,10.31,8.61,8.81,9.68,10.00
592949890031843076,15,100,155,511975488,2702682,2443899,2381980,2191378,36.00,55.00,44.00,49.00,41.00,376.00,518.00,436.00,488.00,432.00,10.44,9.42,9.91,9.96,10.54
6952445614797142726,16,100,156,506815469,8991843,3809631,1789133,1808981,18.00,56.00,41.00,32.00,29.00,264.00,550.00,432.00,392.00,374.00,14.67,9.82,10.54,12.25,12.90
-2784316549708402593,17,100,157,506602633,8985307,7560905,4696602,4349146,21.00,57.00,41.00,38.00,30.00,268.00,570.00,434.00,402.00,344.00,12.76,10.00,10.59,10.58,11.47
-6417924174462166806,18,100,156,507795399,3610035,3106177,5579867,4340687,30.00,56.00,44.00,43.00,37.00,268.00,438.00,358.00,348.00,312.00,8.93,7.82,8.14,8.09,8.43
-2819985097391598835,19,100,157,505803778,4821048,3988322,1841320,3780760,21.00,57.00,42.00,35.00,28.00,258.00,560.00,434.00,396.00,342.00,12.29,9.82,10.33,11.31,12.21
-6120298853290888382,20,100,154,508748806,3366122,3152364,2212239,2185988,27.00,54.00,44.00,41.00,37.00,328.00,566.00,476.00,452.00,418.00,12.15,10.48,10.82,11.02,11.30
9018574477293061884,21,100,160,506982769,8843722,5780768,2398414,2288258,13.00,60.00,45.00,32.00,29.00,258.00,574.00,452.00,368.00,342.00,19.85,9.57,10.04,11.50,11.79
3273205642826959719,22,100,159,507554759,6087739,5157147,2298132,2277274,13.00,59.00,46.00,33.00,30.00,254.00,634.00,522.00,448.00,426.00,19.54,10.75,11.35,13.58,14.20
6622983319088477338,23,100,159,507382989,4983425,4151322,2524580,2438374,20.00,59.00,44.00,38.00,33.00,300.00,638.00,506.00,460.00,420.00,15.00,10.81,11.50,12.11,12.73
-5483155773008908181,24,100,160,507522834,6763365,5904215,2260163,2254362,14.00,60.00,47.00,32.00,27.00,240.00,576.00,470.00,484.00,422.00,17.14,9.60,10.00,15.13,15.63
7069941914151004242,25,100,158,506299278,6234309,4808742,2130496,2058668,15.00,58.00,44.00,32.00,27.00,256.00,620.00,498.00,516.00,474.00,17.07,10.69,11.32,16.13,17.56
-3963936808633403402,26,100,157,509168696,4933625,3593797,2277285,2178468,23.00,57.00,42.00,37.00,32.00,256.00,486.00,380.00,344.00,306.00,11.13,8.53,9.05,9.30,9.56
-8051258658528220587,27,100,156,511270978,6697621,5928252,2291797,2195068,31.00,56.00,45.00,42.00,39.00,278.00,448.00,370.00,346.00,326.00,8.97,8.00,8.22,8.24,8.36
-2596170339926973008,28,100,157,509533941,4665794,3191100,2412357,2200441,34.00,57.00,45.00,44.00,39.00,270.00,418.00,336.00,334.00,302.00,7.94,7.33,7.47,7.59,7.74
2425810020995616413,29,100,158,506252684,8780567,6319355,1720821,1726629,12.00,58.00,43.00,27.00,25.00,236.00,676.00,532.00,440.00,424.00,19.67,11.66,12.37,16.30,16.96
6961068128974415078,30,100,156,508033440,4882670,4262827,1798617,1694683,26.00,56.00,42.00,35.00,30.00,252.00,484.00,374.00,308.00,276.00,9.69,8.64,8.90,8.80,9.20
3147308285953507630,31,100,162,506378571,10902652,7238256,2058254,2013075,13.00,62.00,47.00,28.00,26.00,204.00,568.00,444.00,310.00,296.00,15.69,9.16,9.45,11.07,11.38
-957275449480857497,32,100,157,508696365,4037315,3075121,1796437,3395784,27.00,57.00,43.00,37.00,33.00,290.00,514.00,408.00,398.00,358.00,10.74,9.02,9.49,10.76,10.85
5326935078673224350,33,100,158,507407729,7729681,4964353,2827204,4138049,14.00,58.00,40.00,36.00,28.00,268.00,672.00,500.00,498.00,416.00,19.14,11.59,12.50,13.83,14.86
7683297646168179887,34,100,159,506763251,6465456,5541273,2155988,3587885,12.00,59.00,44.00,29.00,27.00,230.00,618.00,486.00,380.00,358.00,19.17,10.47,11.05,13.10,13.26
7183264716422875351,35,100,159,506123114,5917245,4694382,2005031,1891653,14.00,59.00,42.00,30.00,25.00,240.00,626.00,466.00,356.00,318.00,17.14,10.61,11.10,11.87,12.72
7565022141603190855,36,100,157,508052324,3776511,3328099,2100901,2049610,31.00,57.00,48.00,42.00,38.00,292.00,440.00,382.00,368.00,344.00,9.42,7.72,7.96,8.76,9.05
2216143153584388124,37,100,156,509308874,5158048,3027486,1990404,1897283,29.00,56.00,42.00,40.00,35.00,262.00,460.00,360.00,342.00,312.00,9.03,8.21,8.57,8.55,8.91
1082229403270256235,38,100,158,509699975,7803935,3276321,2132092,1946940,32.00,58.00,45.00,42.00,36.00,280.00,448.00,366.00,356.00,320.00,8.75,7.72,8.13,8.48,8.89
2432665893559560265,39,100,158,508483108,7399155,4530831,2352341,2162757,29.00,58.00,43.00,40.00,35.00,272.00,480.00,374.00,370.00,330.00,9.38,8.28,8.70,9.25,9.43
8263265629493635052,40,100,157,510426776,4950103,2696180,3950331,4604805,40.00,57.00,47.00,50.00,44.00,318.00,428.00,360.00,392.00,356.00,7.95,7.51,7.66,7.84,8.09
-1958093571358029218,41,100,158,511386398,4316256,3720907,3024780,5464196,23.00,58.00,46.00,43.00,38.00,404.00,678.00,558.00,544.00,498.00,17.57,11.69,12.13,12.65,13.11
3436477085918893656,42,100,153,507882446,3068698,2726696,2342847,3472016,31.00,53.00,43.00,45.00,38.00,378.00,550.00,464.00,508.00,444.00,12.19,10.38,10.79,11.29,11.68
-2840251787623972291,43,100,162,508232472,4432804,3486038,2376927,2401558,38.00,62.00,48.00,45.00,41.00,238.00,396.00,310.00,276.00,258.00,6.26,6.39,6.46,6.13,6.29
-95149824806259369,44,100,158,510065995,4413547,3331030,2931703,2773728,28.00,58.00,44.00,47.00,41.00,282.00,492.00,384.00,420.00,378.00,10.07,8.48,8.73,8.94,9.22
1321537630886480050,45,100,159,508476721,5291885,3214617,2336544,2242398,27.00,59.00,46.00,45.00,38.00,316.00,586.00,472.00,478.00,424.00,11.70,9.93,10.26,10.62,11.16
-1359044248969380265,46,100,160,506138119,10765857,4670006,2318951,2237865,21.00,60.00,44.00,32.00,28.00,234.00,524.00,404.00,314.00,286.00,11.14,8.73,9.18,9.81,10.21
3875104644374587828,47,100,156,509826129,6921800,3515157,2715299,2496519,23.00,56.00,40.00,43.00,32.00,354.00,678.00,514.00,556.00,452.00,15.39,12.11,12.85,12.93,14.13
1436574864494494315,48,100,161,506400228,8401176,5528263,2019703,2095108,22.00,61.00,46.00,34.00,30.00,248.00,518.00,412.00,334.00,306.00,11.27,8.49,8.96,9.82,10.20
-2722466716314590486,49,100,159,507265325,8979376,10064116,3858862,3938394,14.00,59.00,43.00,28.00,23.00,252.00,618.00,478.00,362.00,312.00,18.00,10.47,11.12,12.93,13.57
1786030161406596720,50,100,160,507761998,7904642,7569250,2990976,2085056,26.00,60.00,47.00,36.00,32.00,230.00,424.00,348.00,286.00,266.00,8.85,7.07,7.40,7.94,8.31
6375112873405359728,51,100,159,505642702,8547593,6643547,2396530,2156553,14.00,59.00,40.00,31.00,25.00,224.00,610.00,452.00,374.00,328.00,16.00,10.34,11.30,12.06,13.12
8186057139910499697,52,100,158,509589366,3668192,3054612,3448647,2241886,32.00,58.00,44.00,45.00,39.00,268.00,440.00,344.00,352.00,314.00,8.38,7.59,7.82,7.82,8.05
-8655843554610199078,53,100,161,511067957,3183112,2772434,2361488,3640308,41.00,61.00,50.00,52.00,46.00,350.00,484.00,404.00,448.00,408.00,8.54,7.93,8.08,8.62,8.87
697504596497077580,54,100,159,506795798,9094956,5302351,2543837,2524170,13.00,59.00,44.00,32.00,30.00,232.00,582.00,460.00,386.00,372.00,17.85,9.86,10.45,12.06,12.40
755890006742501752,55,100,160,509362653,3752753,3117626,3159909,5673881,40.00,60.00,49.00,54.00,48.00,276.00,376.00,316.00,340.00,310.00,6.90,6.27,6.45,6.30,6.46
5162826821504911765,56,100,159,507253562,5828971,4979493,2684684,3726701,13.00,59.00,44.00,35.00,30.00,232.00,602.00,476.00,440.00,402.00,17.85,10.20,10.82,12.57,13.40
787854640611293147,57,100,156,508282308,3652047,3004664,1908320,1844793,31.00,56.00,42.00,38.00,33.00,286.00,472.00,370.00,326.00,298.00,9.23,8.43,8.81,8.58,9.03
8321405754949750969,58,100,159,505622039,9235758,5509586,1760543,1794542,10.00,59.00,45.00,29.00,26.00,242.00,660.00,532.00,502.00,480.00,24.20,11.19,11.82,17.31,18.46
-5252353435588767336,59,100,159,506392351,7187038,4193146,2215989,2234086,16.00,59.00,43.00,36.00,32.00,282.00,602.00,472.00,476.00,444.00,17.63,10.20,10.98,13.22,13.88
8963135872347600742,60,100,160,510672284,5051691,3436850,2635040,2344052,30.00,60.00,46.00,45.00,38.00,260.00,468.00,374.00,352.00,310.00,8.67,7.80,8.13,7.82,8.16
-2056375389778426549,61,100,156,510542901,6218966,4891798,2916094,2198994,31.00,56.00,42.00,49.00,39.00,432.00,650.00,518.00,572.00,486.00,13.94,11.61,12.33,11.67,12.46
3667703070636965418,62,100,159,506988695,13309468,9602144,2032921,1948296,15.00,59.00,44.00,31.00,28.00,246.00,586.00,468.00,380.00,362.00,16.40,9.93,10.64,12.26,12.93
9196782539541733342,63,100,158,507760637,9011576,6442220,2363581,2164845,14.00,58.00,45.00,34.00,28.00,252.00,622.00,506.00,428.00,380.00,18.00,10.72,11.24,12.59,13.57
4236159514422922586,64,100,159,507479897,5069454,3619445,2731459,2425604,26.00,59.00,47.00,45.00,37.00,342.00,584.00,488.00,486.00,418.00,13.15,9.90,10.38,10.80,11.30
6385545622016998667,65,100,157,509769820,5322001,3610099,2176660,2078961,28.00,57.00,48.00,41.00,38.00,300.00,472.00,416.00,418.00,402.00,10.71,8.28,8.67,10.20,10.58
9076811020134155061,66,100,157,510000548,3537550,5166909,4990542,4419829,34.00,57.00,46.00,44.00,38.00,288.00,422.00,356.00,342.00,310.00,8.47,7.40,7.74,7.77,8.16
-2649377209269076961,67,100,160,510347372,7474682,5801862,4367878,2360051,26.00,60.00,46.00,42.00,35.00,268.00,490.00,394.00,384.00,336.00,10.31,8.17,8.57,9.14,9.60
8397180762907852872,68,100,159,508259727,6401338,8954012,3794500,3669948,12.00,59.00,46.00,27.00,25.00,228.00,612.00,500.00,330.00,314.00,19.00,10.37,10.87,12.22,12.56
-8880076260498031361,69,100,159,510315781,4690042,2753034,3775961,2140949,39.00,59.00,47.00,49.00,43.00,302.00,450.00,358.00,382.00,338.00,7.74,7.63,7.62,7.80,7.86
-8512945895436069357,70,100,158,505597805,9126973,5036015,3826283,2525224,15.00,58.00,44.00,35.00,29.00,310.00,720.00,576.00,540.00,478.00,20.67,12.41,13.09,15.43,16.48
-6569932397389076112,71,100,158,506617862,7389974,4741884,4228207,3993829,12.00,58.00,42.00,32.00,26.00,242.00,664.00,514.00,468.00,412.00,20.17,11.45,12.24,14.63,15.85
-7336772227263841300,72,100,159,504450232,7170318,5831022,2928946,1643610,13.00,59.00,44.00,26.00,23.00,220.00,622.00,488.00,326.00,298.00,16.92,10.54,11.09,12.54,12.96
5436133565395553938,73,100,158,507021543,5674406,4493157,3587966,2383220,13.00,58.00,41.00,32.00,26.00,292.00,734.00,558.00,498.00,444.00,22.46,12.66,13.61,15.56,17.08
-8996744150784938461,74,100,159,507123531,5660414,4323394,4722474,5311602,17.00,59.00,43.00,42.00,33.00,264.00,620.00,492.00,470.00,392.00,15.53,10.51,11.44,11.19,11.88
6261437584144222893,75,100,158,509931506,8046580,4847492,5720343,5462130,15.00,58.00,47.00,40.00,35.00,306.00,628.00,532.00,458.00,422.00,20.40,10.83,11.32,11.45,12.06
